fecha,identificativo de ticket,ubicación,item,categoría,precio,url
15/12/2023 13:13,3112-013-378825,C/ TETUÁN S/N 23700 LINARES,MORTADELA ACEITUNAS,Charcutería y quesos,1.29,https://tienda.mercadona.es/product/59335/mortadela-con-aceitunas-hacendado-lonchas-paquete
15/12/2023 13:13,3112-013-378825,C/ TETUÁN S/N 23700 LINARES,SALCHICHAS PACK-4,Charcutería y quesos,2.25,https://tienda.mercadona.es/product/59066/bacon-hacendado-cintas-pack-2
15/12/2023 13:13,3112-013-378825,C/ TETUÁN S/N 23700 LINARES,Q RALLADO EMMENTAL,otros,1.63,URL no encontrada
15/12/2023 13:13,3112-013-378825,C/ TETUÁN S/N 23700 LINARES,BOLSA PLASTICO,otros,0.15,URL no encontrada
15/12/2023 13:13,3112-013-378825,C/ TETUÁN S/N 23700 LINARES,BARRA DE PAN,Panadería y pastelería,0.48,https://tienda.mercadona.es/product/82322/pan-molde-blanco-sin-corteza-hacendado-paquete
12/01/2024 20:04,3112-014-366455,C/ TETUÁN S/N 23700 LINARES,ROLLO COCINA JUMBO,Limpieza y hogar,3.35,https://tienda.mercadona.es/product/49619/papel-hogar-compacto-absorbente-bosque-verde-paquete
12/01/2024 20:04,3112-014-366455,C/ TETUÁN S/N 23700 LINARES,ROLLO COCINA JUMBO,Limpieza y hogar,3.35,https://tienda.mercadona.es/product/49619/papel-hogar-compacto-absorbente-bosque-verde-paquete
12/01/2024 20:04,3112-014-366455,C/ TETUÁN S/N 23700 LINARES,EMPANADILLAS ATUN,Congelados,1.9,https://tienda.mercadona.es/product/63407/empanadillas-atun-hacendado-ultracongeladas-caja
12/01/2024 20:04,3112-014-366455,C/ TETUÁN S/N 23700 LINARES,HIELO CUBITO 2KG,Congelados,0.85,https://tienda.mercadona.es/product/64126/cubos-hielo-paquete
12/01/2024 20:04,3112-014-366455,C/ TETUÁN S/N 23700 LINARES,VELA VAINILLA,Limpieza y hogar,1.85,https://tienda.mercadona.es/product/72675/vela-perfumada-vainilla-bosque-verde-vaso-cristal-caja
12/01/2024 20:04,3112-014-366455,C/ TETUÁN S/N 23700 LINARES,COCKTAIL NATURAL,Aperitivos,2.5,https://tienda.mercadona.es/product/86809/cocktail-natural-hacendado-paquete
12/01/2024 20:04,3112-014-366455,C/ TETUÁN S/N 23700 LINARES,COCKTAIL RUMBA,Aperitivos,1.6,https://tienda.mercadona.es/product/80450/cocktail-rumba-hacendado-compuesto-cacahuetes-maiz-frito-pipas-girasol-pipas-calabaza-paquete
12/01/2024 20:04,3112-014-366455,C/ TETUÁN S/N 23700 LINARES,RELLENO KEBAB POLLO,Congelados,3.25,https://tienda.mercadona.es/product/13778/relleno-kebab-con-carne-pollo-asado-hacendado-ultracongelado-paquete
12/01/2024 20:04,3112-014-366455,C/ TETUÁN S/N 23700 LINARES,PISTACHO TOSTADO SAL,Aperitivos,3.35,https://tienda.mercadona.es/product/86202/pistacho-tostado-hacendado-con-sal-paquete
12/01/2024 20:04,3112-014-366455,C/ TETUÁN S/N 23700 LINARES,PIPAS BARBACOA,Aperitivos,1.35,https://tienda.mercadona.es/product/34043/pipas-girasol-barbacoa-hacendado-paquete
12/01/2024 20:04,3112-014-366455,C/ TETUÁN S/N 23700 LINARES,NUEZ NATURAL,Aperitivos,2.15,https://tienda.mercadona.es/product/34024/nuez-natural-hacendado-pelada-paquete
12/01/2024 20:04,3112-014-366455,C/ TETUÁN S/N 23700 LINARES,MORRO APERITIVO,otros,1.65,URL no encontrada
12/01/2024 20:04,3112-014-366455,C/ TETUÁN S/N 23700 LINARES,CACAHUETE TOST 0% S,Fruta y verdura,1.25,https://tienda.mercadona.es/product/3527/calabaza-cacahuete-cortada-trozos-bandeja
12/01/2024 20:04,3112-014-366455,C/ TETUÁN S/N 23700 LINARES,FIDEO CABELLO,"Arroz, legumbres y pasta",0.82,https://tienda.mercadona.es/product/13577/fideo-cabello-angel-hacendado-paquete
12/01/2024 20:04,3112-014-366455,C/ TETUÁN S/N 23700 LINARES,PIPA GIGANTE AGUASAL,Aperitivos,1.2,https://tienda.mercadona.es/product/34078/pipas-girasol-tostadas-hacendado-gigante-aguasal-paquete
12/01/2024 20:04,3112-014-366455,C/ TETUÁN S/N 23700 LINARES,HUESITOS PACK-10,"Azúcar, caramelos y chocolate",2.0,https://tienda.mercadona.es/product/12526/barritas-barquillo-huesitos-banadas-chocolate-con-leche-valor-paquete
12/01/2024 20:04,3112-014-366455,C/ TETUÁN S/N 23700 LINARES,PILA ALCALINA LR03,Limpieza y hogar,1.6,https://tienda.mercadona.es/product/22302/pila-alcalina-aa-lr6-bosque-verde-paquete
12/01/2024 20:04,3112-014-366455,C/ TETUÁN S/N 23700 LINARES,VELA TALCO,Limpieza y hogar,1.85,https://tienda.mercadona.es/product/15804/vela-perfumada-talco-bosque-verde-vaso-cristal-caja
12/01/2024 20:04,3112-014-366455,C/ TETUÁN S/N 23700 LINARES,ROSCA JAMÓN Y QUESO,Pizzas y platos preparados,3.5,https://tienda.mercadona.es/product/35851/rosca-jamon-serrano-queso-emmental-hacendado
12/01/2024 20:04,3112-014-366455,C/ TETUÁN S/N 23700 LINARES,CABECERO LOMO 4 PACK,Charcutería y quesos,2.3,https://tienda.mercadona.es/product/59076/cabecero-lomo-hacendado-lonchas-pack-4
12/01/2024 20:04,3112-014-366455,C/ TETUÁN S/N 23700 LINARES,GRIEGO AZUCAR CAÑA,Postres y yogures,1.65,https://tienda.mercadona.es/product/52441/yogur-griego-natural-hacendado-con-azucar-cana-pack-6
12/01/2024 20:04,3112-014-366455,C/ TETUÁN S/N 23700 LINARES,SETA BANDEJA,Fruta y verdura,1.84,https://tienda.mercadona.es/product/69519/champinon-laminado-limpio-bandeja
12/01/2024 20:04,3112-014-366455,C/ TETUÁN S/N 23700 LINARES,SALMÓN AHUMADO,Marisco y pescado,4.13,https://tienda.mercadona.es/product/53444/salmon-ahumado-hacendado-paquete
12/01/2024 20:04,3112-014-366455,C/ TETUÁN S/N 23700 LINARES,VELAS FRUTA TROPICAL,Limpieza y hogar,1.75,https://tienda.mercadona.es/product/35457/vela-perfumada-fruta-tropical-bosque-verde-pequena-caja
12/01/2024 20:04,3112-014-366455,C/ TETUÁN S/N 23700 LINARES,AGUA MINERAL,Agua y refrescos,0.2,https://tienda.mercadona.es/product/28089/agua-mineral-grande-font-natura-mineralizacion-debil-pack-6
12/01/2024 20:04,3112-014-366455,C/ TETUÁN S/N 23700 LINARES,PIZZA ATUN BACON,Pizzas y platos preparados,2.9,https://tienda.mercadona.es/product/63582/pizza-atun-bacon-hacendado
12/01/2024 20:04,3112-014-366455,C/ TETUÁN S/N 23700 LINARES,REC.ELECT.BRISA AZUL,otros,1.7,URL no encontrada
12/01/2024 20:04,3112-014-366455,C/ TETUÁN S/N 23700 LINARES,NATA SPRAY,"Huevos, leche y mantequilla",1.7,https://tienda.mercadona.es/product/13598/nata-montada-azucarada-hacendado-spray
12/01/2024 20:04,3112-014-366455,C/ TETUÁN S/N 23700 LINARES,6 HUEVOS CAMPEROS,"Huevos, leche y mantequilla",1.59,https://tienda.mercadona.es/product/15768/huevos-gallinas-camperas-paquete
12/01/2024 20:04,3112-014-366455,C/ TETUÁN S/N 23700 LINARES,ESPAGUETI CARBONARA,Pizzas y platos preparados,2.2,https://tienda.mercadona.es/product/4265/spaghetti-carbonara-hacendado-bandeja
12/01/2024 20:04,3112-014-366455,C/ TETUÁN S/N 23700 LINARES,MORTADELA ACEITUNAS,Charcutería y quesos,1.29,https://tienda.mercadona.es/product/59335/mortadela-con-aceitunas-hacendado-lonchas-paquete
12/01/2024 20:04,3112-014-366455,C/ TETUÁN S/N 23700 LINARES,ACEITUNA CORNEZUELO,Aperitivos,5.1,https://tienda.mercadona.es/product/33154/aceitunas-cornezuelo-alinada-aceitunera-jiennense-partida-con-hueso-100-natural-bote
12/01/2024 20:04,3112-014-366455,C/ TETUÁN S/N 23700 LINARES,PALOMITAS SAL PACK,Aperitivos,1.1,https://tienda.mercadona.es/product/34822/palomitas-maiz-con-sal-hacendado-microondas-paquete
12/01/2024 20:04,3112-014-366455,C/ TETUÁN S/N 23700 LINARES,PALOMITAS SAL PACK,Aperitivos,1.1,https://tienda.mercadona.es/product/34822/palomitas-maiz-con-sal-hacendado-microondas-paquete
12/01/2024 20:04,3112-014-366455,C/ TETUÁN S/N 23700 LINARES,MAIZ FRITO CRUJIENTE,Aperitivos,1.0,https://tienda.mercadona.es/product/34821/maiz-frito-crujiente-tierno-hacendado-paquete
12/01/2024 20:04,3112-014-366455,C/ TETUÁN S/N 23700 LINARES,FRESÓN,Fruta y verdura,5.23,https://tienda.mercadona.es/product/22180/papilla-fresa-platano-8-meses-hacendado
12/01/2024 20:04,3112-014-366455,C/ TETUÁN S/N 23700 LINARES,SALCHICHAS PACK-4,Charcutería y quesos,2.25,https://tienda.mercadona.es/product/59066/bacon-hacendado-cintas-pack-2
12/01/2024 20:04,3112-014-366455,C/ TETUÁN S/N 23700 LINARES,ARROZ TRES DELICIAS,Congelados,2.9,https://tienda.mercadona.es/product/86905/arroz-tres-delicias-hacendado-ultracongelado-con-2-sazonadores-paquete
12/01/2024 20:04,3112-014-366455,C/ TETUÁN S/N 23700 LINARES,BARRA DE PAN,Panadería y pastelería,0.48,https://tienda.mercadona.es/product/82322/pan-molde-blanco-sin-corteza-hacendado-paquete
15/01/2024 19:19,3112-014-366871,C/ TETUÁN S/N 23700 LINARES,ARROZ REDONDO,"Arroz, legumbres y pasta",1.3,https://tienda.mercadona.es/product/5044/arroz-redondo-hacendado-paquete
15/01/2024 19:19,3112-014-366871,C/ TETUÁN S/N 23700 LINARES,GOFRE CHOCOLATE,Panadería y pastelería,1.55,https://tienda.mercadona.es/product/52892/gofres-con-chocolate-hacendado-paquete
